Protein IDs	Only identified by site
Q9Y3C1-2;A0A087X2G6	+
P62333;A0A087X2I1;H0YJC0;H0YJS8;H0YJX2;H0YJE9;H0YJT1	
Q14525;CON__Q14525;A0A087X2I6	
A0A088AWM3;Q8IV33;C9J0Q2;Q8IV33-2	+
Q8TBZ3;Q8TBZ3-2;A0A088AWN2;Q8TBZ3-4;Q8TBZ3-5;Q8TBZ3-6;Q8TBZ3-7;H0YKE8;Q8TBZ3-8;Q8TBZ3-3;H0YNU0	
A0A096LNH5;H7C2G3;A0A096LP12	
A0A096LNH6;Q6V702;E7EPK2;G5E9Y8;Q6V702-3;Q6V702-1	
Q9Y508;A0A096LNV3;A0A096LP02;Q9Y508-2;A0A096LNT1;A0A096LNN8;A0A096LPF9	
A0A096LNX8	
A0A096LNZ0	+
A0A096LPB2;A0A096LP01	
A0A096LP07;A0A096LPJ3;A8K070	
A0A096LP25;Q6ZSR9	
A0A096LP30;Q8NDA2;Q8NDA2-3;Q8NDA2-2;A0A096LPG1;H0Y3X1	
Q9H633;A0A0G2JJ26;A0A0G2JIT5;A0A0G2JJ52;A0A0G2JHI3;A0A0G2JKY0;A0A096LP39;Q9H633-4;Q9H633-2	
A0A096LP69	
A0A096LP75;C4AMC7;Q6VEQ5;A0A096LP26;A0A096LNU2;A8K0Z3;A8MWX3	
A0A0A0MR88;A0A096LPC5;Q9Y4E1-6;Q5SRD0;A0A0A0MT65	
A0A096LPE2;P35542;E9PR14;G3V1D9;P0DJI9-2	
A0A096LPH6;Q14966-2;C9JWN0;A0A096LPI0;A0A096LNX0;A0A096LPB4;A0A096LNR2;A0A096LNQ0	+
A0A096LPI6;A0A096LP73;A0A096LNJ1	
P78329;A0A0A0MQR0;P78329-2;V9GYA1	+
Q9Y4K4;A0A0A0MQR1;G3V4T8;G3V3V7;G3V4Q4;G3V5C6	
Q9BY42;A0A0A0MQR2;A2A2L5;A2A2L6	
Q96RK0;A0A0A0MQR4;I3L373;I3L135;I3L1Q4	
P19388;A0A0A0MQR7;A0A087WVZ9;A0A087WWX0;A0A087WVN5	
Q53H96;A0A0A0MQS1;Q53H96-2;B5MD87;F8WEI0	
F5H0Q6;A0A0A0MQS2;Q8N2M8;Q8N2M8-3;K7EM61;Q8N2M8-4;K7EKC9	
Q16363;A0A0A0MTC7;A0A0A0MQS9;Q16363-2;H0YAP9;H0Y351;H0YAQ5;E5RFQ2;E5RK79;E5RFD7;E5RHF3;Q6LET9;Q16363-3	
A0A0A0MQT0;P09455-3;P09455-2	
Q5QP82;A0A0A0MQT4;Q5QP82-2	
Q96I15;A0A0A0MQU4;Q96I15-2;H7C3V9;H7C277;H7C1N7;H7C4A1;H7C280;H7C1S7;F8WCL3;F8WBU3;H7C2M1	
O75582;A0A0A0MQV2;O75582-3;O75582-2;G3V2D1	
Q9UPS6;A0A0A0MQV9;Q9UPS6-2	
Q9HD67;A0A0A0MQX1;D6RGD1;Q9HD67-3;E9PEW5;E9PCN3;Q9HD67-2	
Q9NR56;C9JP00;A0A0A0MQX8;Q9NR56-7;Q86VM6;Q9NUK0;B1AKI6;Q9NUK0-2;C9J4T8;C9JCX1;H7C4Y1;Q9NUK0-4;Q9NUK0-3	
A0A0A0MQY0;A0A087WYF8;D6RAF1	
Q5VU97;A0A0A0MQY7;Q5VU97-2	
A0A0A0MQY8;F2Z357;Q5T3T1	
Q8N3J5;A0A0A0MQZ4;V9GY69;V9GYZ5;Q8N3J5-2;V9GYS8;Q8N3J5-3;V9GYI6	
P15498;F5H5P4;Q96D37;A0A0A0MR07;P15498-2	
P43378;A0A0A0MR09;H3BQT6	
Q15884;A0A0A0MRU1;A0A0A0MR12;Q15884-2;Q15884-1	
Q13002;G3XAD3;A0A0A0MRL4;A0A0A0MR30;F8WEZ8;Q13002-3;Q13002-6;Q13002-7;Q13002-4;Q13002-2;Q13002-5	
A0A0A0MR39;Q9P2K5;A0A0A0MQW0;Q9P2K5-2;A0A087WUT0;A0A0C4DGV1;H0YN19;Q9P2K5-3;H0YKS1;A0A087WWC8;Q9P2K5-4	
A0A0A0MR49;Q9HCS2	+
Q14162;A0A0A0MR54;Q14162-2	
Q6ZNA1;A0A0A0MR57	
A0A0A0MR66;P98175;P98175-2	
A0A0A0MR85;Q03013-2;A6NNT0	
Q53F39;A0A0A0MR93;Q53F39-4;Q53F39-2;Q53F39-3;K7ER13;K7ESB8;K7EJU0;K7EQ70;K7EQV4;K7ES91;Q53F39-5;A0A075B777;K7ERI3;K7EQ74;K7ELZ7;A0A0C4DH11	
A0A0A0MRA3;Q8WZ42-3;Q8WZ42-10;Q8WZ42-9;REV__P61225;REV__P28715-2	
A0A0A0MRA8;Q9Y2J2-4;J3KT37;J3QS55;J3KS70;J3QKY2;J3KRD1;J3QKK4;J3QR33;J3QRQ6;J3QLU5;J3QS83	
Q8WXG6-3;Q8WXG6-2;A0A0A0MRB5;Q8WXG6-8;Q8WXG6-5;Q8WXG6-4;Q8WXG6;Q8WXG6-6;Q8WXG6-7;C9J6B0;F8W8U2;C9JM97;C9JLZ9;C9K0L0	
P15923;P15923-2;K7ENH8;A0A0A0MRB7;X6REB3;P15923-3;A0A0A0MTS0;K7EPS2;K7EKB9;K7ERZ7;K7EMM4	
Q9NR82;Q9NR82-3;A0A0A0MT07;A0A0A0MSC0;F8WEA4;A0A0A0MSD9;A0A0A0MRC8;Q9NR82-5;Q9NR82-2;Q9NR82-7;Q9NR82-6	
G3V5X4;A0A0A0MRE3	+
Q9ULH1;A0A0A0MRE5;Q9ULH1-2;H0YBF7;H0YBM4;E5RHD7	
P21817;A0A0A0MRH2;P21817-3;P21817-2;M0R014;M0R127	
Q9Y2W7;A0A0A0MRH3;Q9Y2W7-3;Q9Y2W7-2	+
Q8IXQ4;A0A0A0MRI1;Q8IXQ4-2;Q8IXQ4-3;A0A087WW86;Q8IXQ4-4	
A0A0A0MRI2;Q9UNH7;Q9UNH7-2;G3V5X9;H0YJF8;G3V4Z5;Q86XE0;G3V5U2;G3V2U1;Q86XE0-2	
Q9H2C2;A0A0A0MRI7;H7C484;H7C0E7;H0YEB4;F6QB42	
Q5VT25;Q5VT25-2;A0A0A0MRJ0;Q5VT25-4;H0Y5V1;A0A0A0MRJ1;H0Y6V3;H0Y6R0	+
P22061;A0A0A0MRJ6;H7BY58;P22061-2;F6S8N6;C9J0F2;F8WDT3;F8WAV5;F8WAX2;H7C4X2	
P12259;A0A0A0MRJ7	
Q13505;A0A0A0MRK6;Q13505-3;A0A0C4DFQ1;Q13505-2;H0Y6Y5	
A0A0A0MRL6;F8W8M4	+
A0A0A0MRM2	
O14772;A0A0A0MRP2;O14772-2;H0YDF0	
Q96IM9;A0A0A0MRQ7	+
Q12791-2;H0Y382;Q5SVK0;A0A0A0MRR0;H0Y379;Q5SVJ7;Q12791-5;S4R2X4;A0A0A0MSE6	
Q96LT4;Q5JSC9;A0A0A0MRR2;Q96LT4-2	
P09234;A0A0A0MRR7;Q5TAL2	
Q9BXM9;A0A0C4DG97;A0A0A0MRS5;F8W946;Q9BXM9-2;C9JD05;Q8N450;Q9BXM9-3	
Q9UBC1;Q5STV6;A0A0A0MRT5;Q9UBC1-2;Q9UBC1-3;F2Z390	
Q8IZP0;Q8IZP0-3;Q8IZP0-2;B6VEX4;A0A0A0MRT6;Q8IZP0-10;Q8IZP0-8;Q8IZP0-7;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-9;Q8IZP0-12;Q8IZP0-11	
B4DZ84;D3DX48;A0A0A0MRU0;A0A0D9SFF8;D3DX49;A0A0C4DH75;Q14168;Q14168-3;Q14168-6;Q14168-2;Q14168-4;Q14168-5;A0A087WVY2;E5RI47;E5RK50;E5RJK0;E5RK44;E5RI32;E5RIU3;A0A087X0C7;E5RFN8	
Q9Y4X4;A0A0A0MRU8;Q9Y4X4-3;Q9Y4X4-2	
Q9P2E9;A0A0A0MRV0;Q9P2E9-2;A0A087WVV2;Q9P2E9-3;A0A087WU26;A2A2S5;V9GY78	
Q15025;E7EMV7;A0A0A0MRZ4;Q15025-7;Q15025-8;Q15025-5;Q15025-6;Q15025-4;Q15025-3;Q15025-2;E7EW15;H0YC17;E7EWG2;E7EW68	
A0A0A0MRZ9	
A0A0A0MS07	+
A0A0A0MS11	
A0A0A0MS12;A0A0G2JNA6	
A0A0G2JN58;A0A0A0MS13	
A0A0A0MS41;Q9BWM7;S4R3N9	
A0A0A0MS51;A0A0A0MT01;Q5T0H8	
Q13555-6;A0A0A0MS52;Q13555;Q13555-5;Q13555-2;A0A0A0MT11;Q13555-4;Q13555-8;Q13555-9;Q8WU40;H0Y6G2	
P28332;A0A0A0MS56;P28332-2;Q8IUN7;D6RH17;D6RDN5;H0Y8U2	
A0A0A0MS70;H0Y4G9;A0A0A0MST0;Q99836;Q99836-5;Q99836-6;A0A0A0MSI9;Q99836-2;Q99836-3;Q99836-4	
A0A0A0MS77;H0YD11;K9N2S2;K9N1J3;K9N0C7;K9N163;K9N2Q6;Q13261-10;Q13261-3;Q13261;Q5JVA3;E9PQ64;E7ETI1;Q13261-8;Q13261-6;Q13261-5;Q13261-4	
A0A0A0MSA7;O43432-3;B1AN92;Q68DC6	
A0A0A0MSB8;Q9UPT5-6;Q9UPT5;Q9UPT5-5;Q9UPT5-2;Q9UPT5-4;B5MCY9;K7ERQ5;C9JME6;C9JKC2	
O60266;A0A0A0MSC1;U3KQ91;O60266-2;C9JLX3;H7C1A6;C9JYB5;H7C1S5	
Q9P273;A0A0A0MSD6	
Q16836;A0A0A0MSE2;Q16836-3;Q16836-2;E9PF18	
Q86UA6;A0A0B4J1T3;A0A0A0MSE7;Q86UA6-8;A0A0A0MR35;E9PDG9;Q86UA6-3;Q86UA6-4;Q86UA6-9;Q86UA6-2	
Q8N954;A0A0A0MSF9;Q8N954-2	
Q14192;J3KNW4;A0A0A0MSG2;F8WDA8;U3KQT4;Q14192-2;C9J3S8	
Q9H4M3-2;A0A0A0MSI6;B7Z1P2;Q9H4M3	
Q15283;A0A0A0MSJ9;Q15283-2	
Q86YR5;A0A0A0MSK4;Q86YR5-4;A0A0A0MRC4;A0A087WVF5;Q86YR5-3;Q86YR5-2;B0QZC9;B0QZD0	
A0A0A0MSK8	
A0A0A0MSM3	+
A0A0A0MSQ8;Q9ULE0;Q9ULE0-2	
Q86VX9;A0A0A0MSQ9;X6R3V9;Q86VX9-2;Q86VX9-4;Q86VX9-3	
P42330;A0A0A0MSS8;S4R3Z2;S4R3D5	
A0A0A0MST8	+
O15533;A0A0G2JKZ1;A0A0A0MSV9;O15533-3;A2AB90;A0A0G2JH37;O15533-2;A0A0A0MT98;O15533-4;Q6P1N7	
Q96M02;A0A0A0MSX2;Q96M02-2;Q5T025;S4R3Q7;S4R3N7;H7C3F8	
Q9BZ29-5;A0A0A0MSY4;Q9BZ29;A0A088AWN3;A0A0A0MRA7;Q9BZ29-3;Q9BZ29-6;A0A0A0MT38;A0A0D9SFH5;Q5JUD8;X6RGR3	
A0A0C4DFN8;A0A0A0MSZ4;A0A0A0MTR6;A0A0C4DGN7;A0A0A0MT64;A0A0A0MTN9;J3QKZ8;J3QQW7;J3KS64	
X6R433;A0A0A0MT22;P08575;P08575-2;M3ZCP1;A0A075B788;M9MMK9;M9MMK8;M9MML4;M9MML3	
P27448;A0A0A0MT23;P27448-4;P27448-3;J3KNR0;P27448-6;A0A0A0MQR8;A0A0A0MSZ1;P27448-2;P27448-7;A0A0A0MST9;P27448-8;H0YIY6;A2SY06;H0YKP9;H0YNV4;H0YKJ3;K7EN95;Q6IPE9	
A0A0A0MT26;M0QXF2	+
P38571;A0A0A0MT32;P38571-2;Q5T770	
Q9UPN6;A0A0A0MT33;Q9UPN6-2	
Q8TBF2;A0A0A0MT35;Q8TBF2-3;Q8TBF2-8;Q8TBF2-7;Q8TBF2-2;J3KPF6;J3KPF5;Q8TBF2-5;J3QKK8;A0A0A0MRV4;J3KRV9;Q8TBF2-4;Q8TBF2-6	
A0A0A0MT36;A0A0C4DH26	
A0A0A0MT49;K7EP28	+
Q5T1M5;A0A0A0MT60;Q5T1M5-2;X6RKW4;Q5T1M5-3	
A0A0A0MT72;Q9BSQ5;Q9BSQ5-2;C9JUH3;Q9BSQ5-4;Q9BSQ5-3;E9PEC4	
A0A0A0MT74	
P26440;A0A0A0MT83;P26440-2;H0YLC3;H0YN10;H0YKV0;A0A087WVD3	
Q8NI36;A0A0A0MTB8	
D3DP56;A0A0A0MTC0;Q96LW4;Q96LW4-2	
Q9NUL3;E9PH62;A0A0A0MTC5;Q9NUL3-2;A0A0A0MTD1;F8VPI7;E7EPX0;E7EVJ4;Q9NUL3-8;Q9NUL3-3;A0A0A0MTC4;Q9NUL3-6;E5RJN7;Q9NUL3-4;E7EVI1;G5EA18;E5RJ67;E5RFK1;E5RGT3;Q9NUL3-5;E5RGQ5	
A0A0A0MTC6;Q9NUL3-7;H0YBY0	+
O43597;A0A0A0MTG9	
Q13418;A0A0A0MTH3;Q13418-2;Q13418-3;A0A087WWY6;E9PQ52;A0A087WW45	
O14981;A0A0A0MTH9;O14981-2	
A0A0A0MTI5;P07108-5;P07108-3;P07108-2;P07108-4	+
Q01973;A0A0A0MTJ5;Q01973-3;Q01973-2	
Q6PIU2;A0A0A0MTJ9;Q6PIU2-2;Q6PIU2-3;H7C046;F8WE33	
Q13309;A0A0A0MTL5;D6RAG5;Q13309-4	
A0A0A0MTL9;H0YJV3	+
A0A0A0MTM4	+
Q08462;A0A0A0MTM9;Q08462-2;D6REB8	
Q13617;A0A0A0MTN0;Q13617-2;Q5T2B5;Q5T2B7	
A0A0A0MTP6;F5GY16;F5H588	+
A0A0A0MTQ6;A0A075B6P5;P06309	
A0A0A0MTR7;Q63HN8;A0A0A0MTC1;Q63HN8-4;Q63HN8-5;Q63HN8-6;I3L3H9	
A0A0A0MTS7;Q8WZ42-12;H7C195;H7C0U7;REV__H7C1P9	
Q9Y240;A0A0A6YY95;V9H0X6;M0R081	
P48200;A0A0A6YY96;P48200-2;H0YNL8;H0YLE0;H0YMA8;H0YL48;H0YN46	
Q9Y575;A0A0A6YY97;A0A0B4J1W5;A0A0A6YYF3;Q9Y575-2;Q9Y575-3;H7BYZ6	
A0A0A6YY99;O43508-2;O75888;Q2QBA2;O75888-5;O75888-4;O75888-2;O75888-3;C9JF68;C0H5Y4;C9JFN2	
Q12851;A0A0A6YYA7;Q12851-2;C9JCU6;H7C208	
Q8IV61;Q8IV61-2;A0A0A6YYA9;C9K0P4;C9JWP0;H7C352;C9IYA5;H0YNK9;O95267-4;O95267-5;O95267-3;O95267-2	
Q8NB12;A0A0A6YYB2;E9PHG3;C9JUP3	
O43307;A0A0A6YYB3;B1AMR4;B1AMR3;A0A0A6YYF8;O43307-3;O43307-2;A0A096LNQ4;A0A096LNK4;A0A096LP05;A0A096LPE7;A0A096LPI8	
Q96JP5;A0A0A6YYC7;Q96JP5-2;H3BTR0;H0YCH4	
I3L1I5;A0A0A6YYC8	
A0A0A6YYD1;M0R1G4	
A0A0A6YYG5;A0A0A6YYH4;Q53S48;Q9Y6Q2-3;Q9Y6Q2-2;Q9Y6Q2;Q9UNN4;H7C1E2;C9J2C1;C9JJY0;Q9UNN4-2	
Q6IBW4;A0A0A6YYG7;Q6IBW4-2;Q6IBW4-4;Q6IBW4-5;E5RJL4;F8WAR3;E5RJN3	
A0A0A6YYH1;Q7Z6K5-2;Q7Z6K5;H0YMP5;H0YL85;H0YL03;H0YMK0;P59780;H0YLX6;H0YN38;P59780-2	
Q5RIA9;Q5JTY5;A0A0A6YYH9;Q5JTY5-2;Q5RIB0;A0A0A0MRU4;Q4V339;A0A087WWG3;Q5RIA9-3;A0A0B4J2F1;H0Y5V3;A6NM15;Q5JTY2;Q5RIB3;H0Y857;Q6NVZ8;A0A0B4J2E3;E7EUZ7;A0A087WYD2;Q5RIB5;A0A087X1C0;A0A087WU37;Q5RIA9-2;A0A087WVU7;A0A087WU66	
Q9NQ55;A0A0A6YYI3;A0A0B4J1V8;Q9NQ55-2;Q9NQ55-3;A8MV53;C9J3W3;H7C446;C9JHF7	
A0A0A6YYJ5;O94854;O94854-2	
A0A0A6YYJ8;Q96HJ9-2;A0A0A6YYC3;Q9Y383-3;Q9Y383-2	
P0DMM9;P0DMN0;A0A0A6YYL2;P0DMM9-3;P0DMM9-2;H3BPL6;H3BNY7;H3BRT0	
A0A0A6YYL4;P57737-3;P57737;P57737-4;P57737-2;Q9Y3D7;I3L0X9;I3L3T0;I3L442;I3L2Y6;I3L426;I3L359;I3L1M1;I3NI06;I3L212;I3L1G9;A0A0B4J298;I3L351;I3L0X8	
Q9H6R3;A0A0B4J1R2;Q9H6R3-2;H0YII9	
A0A0B4J1R6	+
Q96B45;A0A0B4J1R7	
Q6PII3;A0A0B4J1R8;A0A087WYA9	
A0A0B4J1U2;P04211	
A0A0G2JLQ1;A0A0B4J1U3	
A0A0B4J1V0	
A0A0B4J1V2	
A0A0B4J1V3	
P01743;A0A0B4J1V4	
A0A0B4J1V5	
A0A0B4J1V6;A0A0G2JN55	
O75448;F5GY88;A0A0B4J1W0;O75448-2;F5H5K2;B4DDR8;E9PFL1;B9TX62;H0YEG1;J3KTL3;J3KSU0;F5H2D6	
A0A0B4J1W3;Q9BXJ9-4	
A0A0B4J1W8;Q6UX46;H0Y3U4;B5MC33;B5MCG6;Q6UX46-2	
A0A0B4J1X5	
A0A0B4J1X8	
A0A0B4J1Y8	
Q16629;A0A0B4J1Z1;C9JAB2;Q16629-3;Q16629-2;Q16629-4;F8WEA1	
A0A0B4J1Z4	
A0A0B4J1Z7;A0A0C4DH57	
A0A0B4J203	
A0A0B4J220;E9PRG8;E9PLD3	
Q9UPM9;H7C3B7;A8MTX4;A0A0B4J223;A8MYG7;Q9UPM9-2	
Q6P0A1;A0A0B4J243	
Q8N394;A0A0B4J253	
Q8N8U2;A0A0B4J291	
Q9UL33;A0A0B4J294;H3BP13;Q9UL33-2;A0A0B4J286;H3BPN3;H3BUK6;H3BQQ8;H3BPS1	
A0A0B4J2A0;Q9UHJ6	
A0A0B4J2A3	
A0A0B4J2B4;K7EM56;S4R417;S4R456	
A0A0B4J2B7	
P13693;Q5W0H4;A0A0B4J2C3;J3KPG2;E9PJF7;P13693-2;H0YCX0;Q56UQ5;Q9HAU6	
O00522;A0A0B4J2C7;O00522-3;A0A0C4DG23;O00522-2;C9J718;C9JF32;C9JBN7;C9JEW7;C9JIY2;C9JJM9;C9JD81;C9J3W7;C9JI47;C9JXI9;C9JSG7	
P30042;A0A0B4J2D5;H7C1F6;A0A0B4J2H4;P30042-2;H7BYH1	
A0A0B4J2D9	
A0A0B4J2E8;Q96D31;Q96D31-2;A0A087WTK9	
A0A0B4J2F0	
P52435;A0A0B4J2F8;F6S314;E2QRJ6;Q9GZM3;Q9H1A7;A6NFM0;F8WF84	
Q15345;A0A0B4J2G4;Q15345-3;A0A087X0S7;A0A087WTU1;A0A0C4DH00	
A0A0B4J2H0	
A0A0B4J2H3	
Q16850;A0A0C4DFL7;Q16850-2;H7C0D0;C9IYR8	
A0A0C4DFL8;F5GX28;O94953;K7EQ54;O94953-2;K7ES23	
Q92544;A0A0C4DFM1;F8WCN2;F2Z2L1	
A0A0C4DFM2;Q6ZN55-2;Q6ZN55;A0A087WUK5	
Q9UBF9;A0A0C4DFM5;B4DT68;Q9UBF9-2	
Q5TAX3;A0A0C4DFM7;E9PKY2;E9PKX1;Q5TAX3-2;H0YDJ1;H0YEE8;E9PQS7;X6R5G7;E9PRG2;E9PJN7	
A0A0C4DFN1;Q8IWA4;Q8IWA4-3;H7C5H5;Q8IWA4-2;C9JXQ1;C9JQT7	
Q99685;A0A0C4DFN3;Q99685-2;E7EWX8;H7C4E0;H7C599;H7C5K5;C9JAM4;C9J8Q3	
Q9NQ79;A0A0C4DFP6;Q9NQ79-3;Q9NQ79-2;Q5T4F6	
Q5HYA8;A0A0C4DFP8;Q5HYA8-3;H0YB69;C9JRQ8;C9JHI2	
O75069;G5E963;A0A0C4DFR1;O75069-2;A6NJC0	
Q9UBK9;A0A0C4DFR8;S4R2Z4	
H0YIS1;Q4VXY6;A0A0G2JL35;A0A0C4DFS1;P13942;P13942-8;P13942-6;P13942-7;P13942-4;P13942-5;P13942-2;P13942-3;A2AAS7;A0A0G2JI07;P13942-9	
Q9C004;A0A0C4DFS6;Q9C004-2;D6RB56	
Q12959-2;A0A0C4DFT3;Q12959-4;Q12959;Q12959-5;Q12959-3;Q12959-6;Q12959-7;Q12959-8;Q12959-9;E7EQD7;B4E2H8;H7C166;C9IYP1;C9JCP6;A8MUT6;C9JUA9;C9J110;F2Z2L0	
Q9NQC1;A0A0C4DFT8;G3XAA4;Q9NQC1-2;Q9NQC1-3;C9J929;B5MBX1;A0A087X085	+
P04179;A0A0C4DFU2;P04179-4;A0A0C4DFU1;P04179-2;F5H4R2;F5GYZ5;F5H3C5;A0A0C4DG56;P04179-3;G8JLJ2;F5GXZ9	
Q9H469;X6RJB2;X6RGT4;X6RHD7;A0A0C4DFV0	
Q5VVW2;A0A0C4DFW0;Q5VVW2-2;Q5VVW2-5;Q5JS19;Q5VVW2-3;C9J8L5	
A0A0C4DFX3;Q9Y6C2	
Q9H3P2;A0A0C4DFX9;H0Y3X6;C9JHL4;C9JEM7;H7C2C7;H7C0W2;Q9H3P2-7;F8W954;F8WF98;H7C3C2;H7C2M8	
Q9NQ84;A8MXZ4;A0A0C4DFY5;Q9NQ84-2;J9JIE0;J3QQN3;J3KRS9;J3KSD6	
A0A0C4DFZ2;P15289;P15289-2	
P08865;C9J9K3;A0A0C4DG17;A6NE09;C9JQR9	
Q9NYB9;Q9NYB9-2;E7EW77;E7EP65;A0A0C4DG21;F8WAL6;Q9NYB9-4;E9PEZ7;B7Z836;Q9NYB9-3;H0Y6B5;H7C3Q7;F8WBL5;F8WEB9;E7EUA1;F8WAU3;F8WCD7;F8WAZ8	
Q8IZM9-2;Q8IZM9;A0A0C4DG39;E9PMA3;H0YF42	
A0A0C4DG49;A0A0A0MSA9;P15151-3;P15151-2;K7EMC6	
A0A0C4DG59	
Q9BQS7;A0A0C4DG76;Q9BQS7-2;Q9BQS7-3;E7ES21;Q5JZ08;Q9BQS7-4;Q5JZ07;F8WBZ8	
P14859;P14859-5;A0A0C4DG88;P14859-4;P14859-3;P14859-2;P14859-6;Q9UKI9;H0YLC5;A0A0A0MT46;Q9UKI9-3;Q9UKI9-2;P09086;U3KQN1;U3KQ96;H0YNW1;H0YLL6;B5ME60;H0YKT2;P09086-4;P09086-3;P09086-2;P09086-5	
A0A0C4DG89;D6RJA6;H0Y9U3	
C9J9V6;A0A0C4DG91;O75414;C9JQB1;C9J1J2;O75414-2;C9J867;F2Z2J2	
O75521;A0A0C4DGA2;O75521-2;F1LLU7;F8WAW4;C9JB63;F8W6J1	
Q14527;A0A0C4DGA6;Q14527-2;H7C5K0	
A0A0C4DGA7;O94929;A0A0A0MRD5;O94929-4;D6RHE7	
Q9UIL1;A0A0C4DGB0;Q9UIL1-3;Q9UIL1-2;Q9UIL1-4	
A0A0C4DGB6;H7C013	
A0A0C4DGB9	
O95715;A0A0C4DGC1	+
Q9BZM1;A0A0C4DGC6;D6RBP5	
Q13277;A0A0C4DGE4;F8W9Y0;Q13277-2;Q13277-3	
Q86UK5;A0A0C4DGE7;Q86UK5-2;Q86UK5-3	
Q17RB8;E9PQH4;H7C5V9;A0A0C4DGE8;Q17RB8-2	+
A0A0C4DGG9;Q14839-2;Q14839;F5GWX5;F5H6N4;F5H596	
Q5ZPR3;A0A0C4DGH0;Q5ZPR3-4;Q5ZPR3-3;Q5ZPR3-2;H0YL10;H0YK40;H0YLT8;H0YN85;H0YN29	
P62070;A0A0C4DGH2;P62070-4;P62070-3;E9PK85;P62070-2;E9PQ87	
Q9Y6R0;A0A0C4DGH3;M0QYC2;M0R0Q4;M0QZV7	
Q8WUH1;A0A0C4DGJ7;H0YIM9;Q8WUH1-2	
Q6IPR1;A0A0C4DGJ8;G3V521	
Q9UKF7-2;E7EU35;A0A0C4DGP0;J3QRS7;J3QS95	
P04632;A0A0C4DGQ5;K7ELJ7;K7EKD8;K7EM73;A0A075B7C0;U3KQE2;K7EIV0;K7ES78;K7EMQ1;Q96L46	
Q6IAN0;A0A0C4DGQ8;J3KRS1;J3QKT1;J3QLJ8;J3QLK1	
P56556;A0A0C4DGS0;R4GN43	
P39656;A0A0C4DGS1;P39656-3;P39656-2;U3KQ84	
Q08379;A0A0C4DGS5;Q08379-2;A0A087WYC0	
A0A0C4DGT3	+
Q96AP0;A0A0C4DGT6;R4GNJ5;Q96AP0-2	
Q9Y4U1;A0A0C4DGU2	
P02753;Q5VY30;A0A0C4DGV7	
Q13214;A0A0C4DGV8;Q13214-2;B4DEK9;Q9HBR1;A0A087WZE0	
Q9NWU5;E7ESL0;A0A0C4DGX2;J3KQY1;Q9NWU5-2;Q9NWU5-3	
Q92838;A0A0C4DGX3;Q92838-3;D6RA95;Q92838-9	
Q8TAM2;A0A0C4DGY3;A0A0C4DGX9;Q8TAM2-4;A0A0C4DFT4;A0A0C4DGH8;Q8TAM2-3;H0YJX0;Q8TAM2-2;H0YJQ3	
P24928;A0A0C4DGZ0;A0A087WWE2;P24928-2	
Q8N5P1;A0A0C4DGZ1	
P07359;A0A0C4DGZ8	
O14773;A0A0C4DGZ9;O14773-2;E7EV34	
Q9NVU0;A0A0C4DH01;Q9NVU0-5;Q9NVU0-4;Q9NVU0-3;Q9NVU0-2;H3BRY1;H3BSI5;H3BMR4	
P17081;A0A0C4DH03;E5RFZ3	
Q8N2S1;Q8N2S1-3;A0A0C4DH07;F8WAA0;Q8N2S1-4;M0QZX0;A0A087WXJ2;A0A087WXC2;M0QXV3;M0R351;A0A087WVV5;M0QYE9	
A0A0C4DH22;Q4VXN0;Q4VXN1;Q4VXN5;Q4VXN6;H0Y482;Q4VXN7;Q4VXN2;Q4VXN8	
A0A0C4DH24	
A0A0C4DH25	
A0A0C4DH31	
A0A0C4DH32	
A0A0C4DH33	
A0A0C4DH34	
A0A0C4DH35	
A0A0C4DH36	
A0A0C4DH38;A0A0G2JP91	
A0A0C4DH43;P04438;P01814	
P11168;A0A0C4DH64	
A0A0C4DH67	+
A0A0C4DH72	
Q49AN0;A0A0D2X7Z3;Q49AN0-2;Q16526	
A0A0D9SEI0;Q9P0P8	
Q96EK7;A0A0D9SEJ5;F5GY05;Q96EK7-2;Q96EK7-3	
A0A0D9SEM9	+
Q12884;A0A0D9SEN1;B4DLR2;Q12884-2;C9J131;H0YG61;F8WF29	
Q13950-3;A0A0D9SEN7;Q13950;I3L354;I3L0L0;Q13950-2	
Q6VN20;A0A0D9SEU5;R4GMX8;Q6VN20-3;Q6VN20-2;R4GN91;R4GNA3;R4GMX7	
A0A0D9SEY1;A0A0D9SG62;H7C3Z6;E7ETN6;I3L203	+
A0A0D9SEZ9	+
Q8NFP9;Q5T321;A0A0D9SF28;F5GXV7;A0A0A6YYC1;Q8NFP9-3	
A0A0D9SF30	
O00571;A0A0D9SFB3;A0A0D9SG12;A0A0D9SF53;O00571-2;B4DLA0;A0A087WX09;A0A087WVZ1	
A0A0D9SF54;A0A0D9SFF6;A0A0D9SFH4;REV__A0A0A0MR52;REV__Q04637-6;REV__Q04637-7	
Q99569;Q99569-2;A0A0D9SF60;E7EST6;H0YFB1;E7EMY7;E9PHJ1;E7EP40	
P08319;A0A0D9SFB5;P08319-2;D6R9K8;D6RIB1;H0Y9N0	
Q99418;A0A0D9SFG6;Q99418-2;G5E9B7;F8W8E2;M0QZ92;M0R2J0	
A0A0D9SFH8	
A0A0D9SFM1	+
